"","UTSW15_G","UTSW24_G","UTSW31_G","UTSW32_G","UTSW37_G","UTSW39_G","UTSW45_G","UTSW46_G","UTSW47_G","UTSW48_G","UTSW49_G","UTSW50_G","UTSW52_G","UTSW54_G","UTSW60_G","UTSW62_G","UTSW65_G","UTSW70_G","UTSW79_G","XP615_G","XP659_G","XP681_G","XP685_G"
"KLHDC7A",0.886142871196447,2.23113889387033,0.342792635937077,2.42750940652368,0.188401317789002,0.131520392343511,0.341822493894041,1.20231564805842,1.50193508813336,1.08619894181661,0.0827575526830912,0.427547286801788,0.0400121350321115,0.790250469467131,0.0314865998917191,0.0364005586249038,1.22768489344149,0.18281735730998,0.203964067882328,1.71303265718382,0.857349286830883,0.430715675248504,2.07664913938762
"ALDH4A1",0.300584397681819,1.32521867498178,0.199072210671674,4.48197570450547,0.033942747536885,0.0566581991438296,0.0433108423062625,0.167359183125306,0.334505049258344,0.166339807322605,0.472125054651077,0.0868065669819267,0.110621785088779,0.1031562384386,0.0539770283858041,0.0683889283255768,0.997819268619076,0.0449550878631098,0.196001506673708,2.48092360961033,0.0635215271653321,0.191095608753145,0.16520042646131
"RP5-1126H10.2",0.00418058967568594,0.0494552926392649,0.0242770988623992,0.00784575236545147,0.0148737882465002,0.00163045177392315,0.00866216846125251,0.0101870807119751,0.0174298639857452,0.0133071845858084,0.0176368554898391,0.0139688728476664,0.00470731000377783,0.0243153990605271,0.00719693711810722,0.0110304723105769,0.00472900127307619,0.0149850292877033,0.0147001130005281,0.0453887136211338,0.0153063920880318,0.0162967430285814,0.0147882596125554
"AKR7L",0.0152591523162537,0.0969690071230623,0.0594594705337882,0.24329678085265,0.00750172858483739,0.227105627589756,0.390563849504858,0.0204978616897386,0.0870009806607623,0.0876111765168161,0.0534803725699583,0.213045266459552,0.0797653680140153,0.00921037843201784,0.0152934913759778,0.0119460015123548,0.0194584493559811,0.0459440997960982,0.0471628625433611,0.0280470947617489,0.0480238051761999,0.0532975927003627,0.0236028406710917
"AKR7A3",0.0432022137085385,1.05112645310995,0.14083630592055,1.76359063314151,0.00851619721908586,0.189401430317783,3.59047549039567,0.0430549689805407,0.467802715450605,0.189078458983605,0.0531412022720767,0.462269913594559,0.0978767432535505,0.0233354147953604,0.017992342795268,0.017284750110674,0.0302377904931401,0.0594306261550312,0.0375649137634329,0.249841391563503,0.292734748683609,0.0109840048012638,0.028475183048702
"NBL1",0.109531449502972,1.36688933822413,1.32989947568223,0.628781011002611,0.0446213647395005,0.319976160632419,0.285851559221333,0.749841905263599,0.641938182113297,0.116437865125824,0.442278068437504,0.747334697350151,1.08915385212409,0.320521169434221,0.221305816381797,0.177590604200288,0.303699243522408,0.149850292877033,0.284508437031055,0.717611213630684,1.04619189921698,0.267809810436354,1.38983566321335
"HTR6",0.198159950627514,0.00549503251547388,0.00291325186348791,0.0851824542534731,0.00305103348646157,0.00407612943480788,0.262530336441038,0.00509354035598757,0.0155756231361979,0.0731895152219462,0.00271336238305217,0.538300492951143,0.00706096500566674,0.00147366054912285,0.0017992342795268,0.00220609446211538,0.00055635309095014,1.83716459067242,0.000612504708355339,0.0133035884751599,0.088011754506183,0.00108644953523876,0.00155665890658478
"RNF186",0.344480589276522,0.0192326138041586,0.00485541977247985,0.0941490283854177,0.000381379185807696,0.00570658120873103,1.45657694279215,0.0160082696902467,0.00593357071855156,0.0149705826590345,0.00271336238305217,2.86694152995609,0.00117682750094446,0.0162102660403514,0.00359846855905361,0.00220609446211538,0.457878593851965,0.416583814198151,0.000612504708355339,0.373478682339415,0.000765319604401591,0.000724299690159172,0.00116749417993858
"RP11-91K11.2",0.163879115286889,0.0146534200412637,0.00291325186348791,0.0280205441623267,0.000762758371615393,0.00570658120873103,0.623009808559315,0.0094594320896912,0.00222508901945684,0.0099803884393563,0.00135668119152608,1.17538087246793,0.00353048250283337,0.00884196329473713,0.0017992342795268,0.00110304723105769,0.216769073061448,0.2727275330362,0.000612504708355339,0.170598958093227,0.00306127841760637,0.00108644953523876,0.00155665890658478
"PLA2G2A",0.00334447174054876,0.000915838752578979,0.000971083954495969,0.00112082176649307,0.000381379185807696,0.00163045177392315,0.00133264130173115,0.000727648622283939,0.0118671414371031,0.0033267961464521,0.00271336238305217,0.00399110652790468,0.00117682750094446,0.000736830274561427,0.0017992342795268,0.00110304723105769,0.00139088272737535,0.0179820351452439,0.00122500941671068,0.00234769208385175,0.000765319604401591,0.000724299690159172,0.000389164726646194
"PLA2G2D",0.00334447174054876,0.000915838752578979,0.000971083954495969,0.00448328706597227,0.000762758371615393,0.00244567766088473,0.000666320650865577,0.00145529724456788,0.00148339267963789,0.0099803884393563,0.00407004357457825,0.000997776631976169,0.00353048250283337,0.000736830274561427,0.0017992342795268,0.00110304723105769,0.00083452963642521,0.00299700585754065,0.000612504708355339,0.000391282013975291,0.00535723723081114,0.000362149845079586,0.000389164726646194
"RP3-340N1.2",0.00250835380541157,0.000915838752578979,0.00194216790899194,0.00112082176649307,0.000381379185807696,0.000815225886961576,0.00133264130173115,0.0160082696902467,0.0304095499325768,0.0033267961464521,0.00135668119152608,0.000997776631976169,0.00235365500188891,0.000736830274561427,0.0017992342795268,0.00110304723105769,0.00111270618190028,0.0119880234301626,0.0214376647924369,0.00117384604192587,0.000765319604401591,0.00398364829587545,0.000389164726646194
"UBXN10-AS1",0.0409697788217223,0.00274751625773694,0.00485541977247985,0.0515578012586811,0.000381379185807696,0.000815225886961576,0.00133264130173115,0.0196465128016663,0.013350534116741,0.0182973788054866,0.00678340595763042,0.00798221305580935,0.00470731000377783,0.00147366054912285,0.0017992342795268,0.00110304723105769,0.0122397680009031,0.00299700585754065,0.00245001883342135,0.0305199970900727,0.000765319604401591,0.00869159628191007,0.000389164726646194
"UBXN10",0.456520392584905,0.185915266773533,0.620037104945676,0.83108933985461,0.00152551674323079,0.0228263248349241,0.103279700884165,0.357639297852556,0.157239624041616,0.435810295185225,0.0298469862135739,0.243457498202185,0.0152987575122779,0.0390520045517556,0.0017992342795268,0.00110304723105769,0.434789940577534,0.176823345594899,0.0177626365423048,0.569248812391673,0.00765319604401591,0.140514139890879,0.0153720067025247
"VWA5B1",0.000836117935137189,0.00183167750515796,0.00194216790899194,0.00112082176649307,0.00533930860130775,0.00163045177392315,0.00199896195259673,0.00363824311141969,0.00148339267963789,0.0066535922929042,0.00814008714915651,0.000997776631976169,0.0176524125141669,0.00221049082368428,0.00539770283858041,0.00110304723105769,0.00027817654547507,0.00299700585754065,0.000612504708355339,0.00352153812577762,0.000765319604401591,0.00217289907047752,0.000389164726646194
"CAMK2N1",1.22365859807328,0.391978986103803,2.46752432837426,6.06495711819429,3.3647178667884,1.24036618701204,2.55490658764643,4.42701421797548,2.99311557933935,3.01574070675883,2.24395069078414,0.906809336438902,0.866733454445592,0.585411653139054,0.82225006574375,0.929537901612316,3.3667011857484,0.0269730527178659,0.0667630132107319,1.50804001006217,0.322069449120322,2.52524189775235,1.91611868964607
"FAM43B",0.000836117935137189,0.000915838752578979,0.00242770988623992,0.00448328706597227,0.00305103348646157,0.0105979365305005,0.00133264130173115,0.00509354035598757,0.0103837487574652,0.0681993210022681,0.0203502178728913,0.00299332989592851,0.0776706150623342,0.000736830274561427,0.0017992342795268,0.00220609446211538,0.00667623709140168,0.00599401171508131,0.00735005650026406,0.0277810229922457,0.00153063920880318,0.0992290575518066,0.0066158003529853
"CDA",0.00250835380541157,0.000915838752578979,0.000971083954495969,0.00560410883246534,0.671799435800257,0.66685477553457,0.00466424455605904,1.19752772012379,0.0749113303217135,0.0033267961464521,0.16280174298313,0.000997776631976169,0.711192163645764,0.00221049082368428,0.00719693711810722,0.00220609446211538,0.00528535436402633,0.00599401171508131,0.0294002260010563,0.262158949363445,0.000765319604401591,0.176729124398838,0.00505914144640053
