"","UTSW15_N","UTSW24_N","UTSW31_N","UTSW32_N","UTSW37_N","UTSW39_N","UTSW45_N","UTSW46_N","UTSW47_N","UTSW48_N","UTSW49_N","UTSW50_N","UTSW52_N","UTSW54_N","UTSW60_N","UTSW62_N","UTSW65_N","UTSW70_N","UTSW79_N","XP615_N","XP659_N","XP681_N","XP685_N"
"TNFRSF14",1.03457725252202,0.83716015030827,0.426035949130376,0.516531179601557,0.589159622343247,0.661830869960931,1.32215597611408,1.27970593818809,0.902880272491161,0.795872151552097,0.768178138260823,0.74554120846122,1.18881869036276,0.867502258138062,0.866914965529766,1.00959786250614,0.763714988418724,1.06554237285156,1.25946258211839,0.626255234897551,0.5927176753283,0.957238461614113,0.877778192083891
"TTC34",0.00479072975041918,0.0204416817779623,0.0307977794552079,0.00348713032642401,0.0269755657358779,0.00621379091128468,0.0113737652251466,0.0405825398068857,0.0114153175502636,0.0708910112113811,0.0118659366704504,0.016225207027183,0.0106158066494953,0.00782997277016099,0.0112180856927957,0.0070240712879774,0.00752976883300354,0.028553164775564,0.0105485993907782,0.00850120228367716,0.00844495590756418,0.0229954921446356,0.0215289461415651
"LINC00982",1.02809060443996,1.2511852016549,1.56726477672058,0.383584335906641,1.18648266998952,0.121945646633962,0.402504913801021,1.39174239455379,0.400249571606117,1.49033057325855,3.535676198356,0.450778577842171,0.762821534956587,0.961129157537262,0.996539945710021,0.403181691929902,0.174821589427126,1.04489148935442,0.429478689481686,1.05273221612869,0.501419257011623,0.429036265476304,1.66777569443324
"PRDM16",0.213187473893654,0.412690556649428,0.611387251818302,0.282457556440345,0.346039019480729,0.15870798711285,0.165444052716674,0.513727209790694,0.221171777536357,0.473566349005977,0.850392128048943,0.316744258921964,0.312408024256575,0.379969003603988,0.371748663049763,0.193864367548176,0.19642875216531,0.259293604448365,0.223529844233158,0.206295842083899,0.139975144167876,0.343654854828166,0.521000496625875
"ARHGEF16",0.84412658202386,0.693728968806598,0.518429287495999,0.59106859032887,0.469343888237038,0.47768517630501,0.587644536632574,0.672237835859942,0.591456140573032,0.692716733918318,0.632849955757353,0.685691357844429,0.736534775634028,0.815295914693013,0.76096014616131,0.609689387796438,0.558185037403088,0.603660205784789,0.519895255688356,0.468982992649523,0.313730111966009,0.721517633433713,0.651404398969069
"MEGF6",0.180131438615761,0.228329728538749,0.171440972300657,0.341738771989553,0.196346740766062,0.260979218273956,0.455898422774626,0.389114940501316,0.322482720794946,0.365970347218145,0.335636494392739,0.259603312434928,0.453446598314154,0.221196730757048,0.246797885241506,0.158744011108289,0.641994638326954,0.300965790877567,0.28983532611805,0.188443317288177,0.164254392402123,1.66788433737278,0.335851559808415
"RP11-46F15.2",0.00287443785025151,0.0169704527967989,0.0119769142325808,0.00697426065284802,0.00619111344757854,0.00466034318346351,0.0195881512210858,0.021962315660197,0.00856148816269769,0.0151138196491269,0.0135610704805147,0.0169306508109736,0.0101102920471383,0.0137024523477817,0.0149574475903943,0.00561925703038192,0.00654762507217699,0.0169775574341192,0.0195902560114453,0.0198361386619134,0.00548922133991672,0.0102202187309492,0.020503758230062
"TP73",0.0143721892512576,0.0131135317066173,0.00855493873755775,0.012204956142484,0.0154777836189464,0.0201948204616752,0.0315937922920739,0.021962315660197,0.0214037204067442,0.0151138196491269,0.0169513381006434,0.0268068637840415,0.012132350456566,0.00978746596270124,0.0299148951807886,0.00842888554557287,0.0202976377237487,0.00771707156096325,0.0135624849310006,0.00425060114183858,0.010133947089077,0.0204404374618983,0.0172231569132521
"TP73-AS1",0.354993074506062,0.475735788789536,0.467099655070653,0.462044768251182,0.412018599936352,0.43685280277923,0.470324148335187,0.576529883745962,0.492999026702009,0.454854000868963,0.42567070149129,0.535079110005143,0.520174525825267,0.413363837468724,0.546470347715056,0.250056937851995,0.581540416035544,0.409004792731052,0.476193915355132,0.41797577894746,0.233714154741839,0.901350898853706,0.553191397047072
"SMIM1",0.270197157923642,0.0917947219463213,0.131746056558389,0.13948521305696,0.134435606290277,0.0675749761602209,0.0802482324218677,0.0954883289573781,0.0741995640767133,0.106516443241466,0.0847566905032169,0.0536137275680829,0.0636948398969715,0.105704632397173,0.0934840474399644,0.138374204373155,0.026190500288708,0.106495587541293,0.120555421608894,0.126101167207878,0.05658120458068,0.0515269361018687,0.0984180395042974
